Order_ID,Order_Date,Customer_ID,Region,City,Store,Sales_Channel,Category,Product,Quantity,Unit_Price,Discount_Percent,Discount_Amount,Sales,Cost,Profit,Payment_Method,Customer_Type,Salesperson
ORD-09760,2025-06-17,CUST-01959,East,Kolkata,Store D,Online,Electronics,Tablet,3,33077.15,5,4961.57,94269.88,76128.27,18141.61,Debit Card,Loyal,SP-017
ORD-01009,2025-06-17,CUST-02472,North,Lucknow,Store E,Store,Furniture,Sofa,2,62412.22,10,12482.44,112342.0,91541.77,20800.22,Cash,Returning,SP-005
ORD-09509,2025-06-17,CUST-01508,North,Lucknow,Store B,Store,Electronics,Tablet,3,12917.0,10,3875.1,34875.9,23275.75,11600.15,Debit Card,Loyal,SP-002
ORD-09983,2025-06-17,CUST-00963,South,Kochi,Store F,Store,Electronics,Smartwatch,3,3279.29,10,983.79,8854.08,5762.69,3091.39,Credit Card,New,SP-021
ORD-07720,2025-06-17,CUST-00854,South,Bengaluru,Store F,Store,Home Appliances,Refrigerator,2,63481.68,15,19044.5,107918.86,78989.86,28928.99,Debit Card,Returning,SP-025
ORD-04463,2025-06-17,CUST-02138,North,Chandigarh,Store B,Store,Home Appliances,Microwave,1,17068.47,25,4267.12,12801.35,8216.22,4585.14,Credit Card,Returning,SP-015
ORD-07418,2025-06-17,CUST-00379,South,Kochi,Store D,Online,Home Appliances,Refrigerator,4,29990.15,10,11996.06,107964.54,87784.11,20180.43,UPI,Returning,SP-007
ORD-06921,2025-06-17,CUST-01775,West,Mumbai,Store B,Store,Electronics,Smartwatch,2,4712.27,15,1413.68,8010.86,6648.28,1362.58,UPI,New,SP-029
ORD-06017,2025-06-18,CUST-01735,South,Kochi,Store A,Online,Electronics,Smartwatch,1,10140.58,5,507.03,9633.55,7485.55,2148.0,Cash,Returning,SP-020
ORD-05837,2025-06-18,CUST-02058,South,Bengaluru,Store A,Online,Grocery,Rice,1,1070.11,5,53.51,1016.6,844.34,172.27,Credit Card,Loyal,SP-027
ORD-07105,2025-06-18,CUST-02120,West,Surat,Store D,Store,Furniture,Office Chair,2,6766.97,20,2706.79,10827.15,8351.41,2475.74,Credit Card,Returning,SP-014
ORD-04139,2025-06-18,CUST-01111,East,Kolkata,Store F,Online,Home Appliances,Vacuum Cleaner,1,14537.08,20,2907.42,11629.66,8194.72,3434.94,Cash,Loyal,SP-013
ORD-08548,2025-06-18,CUST-02024,West,Mumbai,Store F,Store,Clothing,Shoes,2,1573.53,10,314.71,2832.35,2271.06,561.3,UPI,Loyal,SP-013
ORD-09740,2025-06-18,CUST-02454,West,Surat,Store C,Online,Home Appliances,Refrigerator,1,59839.7,10,5983.97,53855.73,37521.73,16334.0,Net Banking,Returning,SP-012
ORD-04118,2025-06-18,CUST-00449,South,Chennai,Store B,Store,Home Appliances,Refrigerator,1,38337.56,10,3833.76,34503.8,22362.12,12141.68,Debit Card,Returning,SP-028
ORD-03560,2025-06-18,CUST-02216,West,Ahmedabad,Store F,Store,Clothing,T-Shirt,5,1051.76,0,0.0,5258.8,3381.33,1877.47,Cash,Returning,SP-014
ORD-09751,2025-06-18,CUST-00230,West,Ahmedabad,Store C,Store,Clothing,T-Shirt,4,1266.63,20,1013.3,4053.22,3117.67,935.55,UPI,Returning,SP-010
ORD-09587,2025-06-18,CUST-01483,Central,Indore,Store E,Store,Grocery,Rice,1,1529.12,15,229.37,1299.75,1059.45,240.31,Debit Card,Returning,SP-002
ORD-06842,2025-06-18,CUST-01623,East,Ranchi,Store B,Online,Electronics,Smartphone,2,25481.77,5,2548.18,48415.36,30756.77,17658.59,UPI,Loyal,SP-013
ORD-06843,2025-06-18,CUST-02046,North,Chandigarh,Store D,Store,Clothing,Jeans,1,2245.56,10,224.56,2021.0,1550.5,470.5,Credit Card,Loyal,SP-015
ORD-08306,2025-06-18,CUST-01801,North,Chandigarh,Store C,Online,Electronics,Laptop,1,51068.78,0,0.0,51068.78,43390.71,7678.07,Cash,New,SP-025
ORD-01640,2025-06-18,CUST-01107,North,Jaipur,Store D,Online,Home Appliances,Vacuum Cleaner,2,12189.33,5,1218.93,23159.73,14606.38,8553.34,Net Banking,Returning,SP-016
ORD-09775,2025-06-18,CUST-01472,North,Chandigarh,Store D,Online,Electronics,Headphones,1,3603.75,10,360.38,3243.38,2618.44,624.94,Cash,New,SP-030
ORD-03947,2025-06-18,CUST-01065,North,Lucknow,Store E,Store,Grocery,Tea,2,368.26,0,0.0,736.52,612.93,123.59,Cash,New,SP-005
ORD-07285,2025-06-18,CUST-02305,West,Ahmedabad,Store F,Online,Clothing,Jeans,1,1355.44,10,135.54,1219.9,857.67,362.22,UPI,Loyal,SP-025
ORD-00297,2025-06-18,CUST-00959,East,Ranchi,Store E,Online,Home Appliances,Air Conditioner,2,60691.13,20,24276.45,97105.81,70543.72,26562.09,Debit Card,New,SP-014
ORD-04198,2025-06-18,CUST-00919,North,Delhi,Store F,Store,Electronics,Smartphone,4,22479.71,20,17983.77,71935.07,54419.61,17515.46,Debit Card,New,SP-017
ORD-04313,2025-06-18,CUST-01909,North,Delhi,Store E,Store,Home Appliances,Air Conditioner,2,34843.39,10,6968.68,62718.1,42647.21,20070.89,Credit Card,Returning,SP-013
ORD-02583,2025-06-18,CUST-02007,South,Kochi,Store E,Store,Home Appliances,Washing Machine,1,22562.31,0,0.0,22562.31,17641.26,4921.05,Cash,New,SP-007
ORD-02900,2025-06-18,CUST-01632,East,Ranchi,Store E,Store,Furniture,Bed,1,49181.58,0,0.0,49181.58,33510.42,15671.16,Credit Card,Returning,SP-019
ORD-07837,2025-06-18,CUST-02442,East,Ranchi,Store E,Store,Electronics,Tablet,1,20387.47,10,2038.75,18348.72,13686.09,4662.63,Credit Card,New,SP-007
ORD-08111,2025-06-18,CUST-01841,South,Chennai,Store D,Online,Clothing,Shoes,1,2494.41,15,374.16,2120.25,1350.86,769.39,Credit Card,New,SP-023
ORD-08501,2025-06-18,CUST-01604,North,Jaipur,Store E,Store,Home Appliances,Microwave,1,14840.64,10,1484.06,13356.58,10842.05,2514.52,UPI,Returning,SP-008
ORD-02085,2025-06-18,CUST-00939,South,Kochi,Store C,Online,Home Appliances,Air Conditioner,1,65252.89,15,9787.93,55464.96,38926.45,16538.5,UPI,Loyal,SP-028
ORD-07403,2025-06-19,CUST-02139,Central,Raipur,Store A,Store,Furniture,Sofa,1,64393.75,15,9659.06,54734.69,42377.04,12357.65,Debit Card,New,SP-011
ORD-06308,2025-06-19,CUST-00057,East,Patna,Store D,Online,Home Appliances,Refrigerator,1,62657.53,10,6265.75,56391.78,44596.07,11795.71,Credit Card,Loyal,SP-005
ORD-00160,2025-06-19,CUST-02143,South,Hyderabad,Store A,Store,Electronics,Laptop,2,88623.14,5,8862.31,168383.97,108066.99,60316.98,Cash,Returning,SP-019
ORD-00845,2025-06-19,CUST-01573,Central,Raipur,Store C,Online,Clothing,Shoes,2,2687.59,10,537.52,4837.66,4207.43,630.23,UPI,Returning,SP-025
ORD-09785,2025-06-19,CUST-01555,Central,Bhopal,Store D,Store,Electronics,Smartphone,2,28664.84,15,8599.45,48730.23,37699.41,11030.82,Net Banking,New,SP-015
ORD-03422,2025-06-19,CUST-01952,South,Bengaluru,Store C,Online,Clothing,Jeans,1,2744.41,20,548.88,2195.53,1854.64,340.88,UPI,Loyal,SP-014
ORD-04003,2025-06-19,CUST-00126,South,Chennai,Store B,Store,Clothing,Jacket,2,3737.6,0,0.0,7475.2,5930.22,1544.98,Credit Card,New,SP-015
ORD-06872,2025-06-19,CUST-00885,Central,Bhopal,Store C,Online,Clothing,Jeans,1,2746.14,0,0.0,2746.14,1728.37,1017.77,UPI,Loyal,SP-009
ORD-09021,2025-06-19,CUST-00525,Central,Nagpur,Store B,Online,Electronics,Smartwatch,1,4049.45,5,202.47,3846.98,3022.11,824.87,Cash,New,SP-005
ORD-04739,2025-06-19,CUST-02227,West,Mumbai,Store A,Online,Grocery,Cooking Oil,2,216.05,5,21.6,410.5,267.88,142.61,Net Banking,Returning,SP-010
ORD-00610,2025-06-19,CUST-00482,South,Bengaluru,Store B,Online,Furniture,Sofa,1,62646.47,0,0.0,62646.47,41112.44,21534.03,UPI,Loyal,SP-009
ORD-04404,2025-06-19,CUST-00465,West,Ahmedabad,Store D,Online,Clothing,Shoes,2,1946.52,25,973.26,2919.78,1953.37,966.41,Debit Card,New,SP-009
ORD-07387,2025-06-19,CUST-01450,West,Ahmedabad,Store A,Online,Electronics,Laptop,5,49408.51,15,37056.38,209986.17,182863.38,27122.79,Cash,Loyal,SP-002
ORD-04879,2025-06-19,CUST-02029,Central,Raipur,Store D,Online,Electronics,Tablet,1,17877.22,5,893.86,16983.36,11705.38,5277.97,Debit Card,New,SP-019
ORD-02209,2025-06-19,CUST-01994,West,Surat,Store C,Store,Home Appliances,Air Conditioner,1,58993.18,15,8848.98,50144.2,33588.32,16555.88,UPI,Returning,SP-012
ORD-01597,2025-06-19,CUST-00988,West,Surat,Store B,Store,Home Appliances,Washing Machine,1,32871.35,5,1643.57,31227.78,21847.8,9379.98,Cash,New,SP-019
ORD-00374,2025-06-19,CUST-00884,West,Surat,Store D,Store,Furniture,Bookshelf,1,6378.65,20,1275.73,5102.92,4317.22,785.7,UPI,New,SP-017
ORD-08303,2025-06-19,CUST-01006,North,Delhi,Store E,Store,Home Appliances,Washing Machine,1,48371.3,20,9674.26,38697.04,32443.52,6253.52,UPI,Returning,SP-026
ORD-07822,2025-06-19,CUST-00733,Central,Nagpur,Store F,Online,Furniture,Office Chair,1,6973.48,10,697.35,6276.13,4605.43,1670.71,UPI,Loyal,SP-005
ORD-00032,2025-06-19,CUST-01114,West,Ahmedabad,Store D,Store,Furniture,Sofa,2,63621.4,0,0.0,127242.8,98645.02,28597.78,Cash,Returning,SP-019
ORD-01646,2025-06-19,CUST-00096,North,Delhi,Store E,Store,Home Appliances,Microwave,2,16319.36,15,4895.81,27742.91,17852.01,9890.9,Debit Card,Returning,SP-018
ORD-08173,2025-06-19,CUST-00993,East,Bhubaneswar,Store F,Store,Electronics,Headphones,2,1544.49,5,154.45,2934.53,1907.04,1027.5,Credit Card,Returning,SP-029
ORD-00407,2025-06-19,CUST-01848,North,Delhi,Store C,Store,Furniture,Sofa,3,51250.38,10,15375.11,138376.03,106826.04,31549.99,Net Banking,Returning,SP-030
ORD-01495,2025-06-19,CUST-00121,West,Surat,Store A,Store,Home Appliances,Refrigerator,1,45264.42,10,4526.44,40737.98,34638.34,6099.64,Debit Card,New,SP-006
ORD-03826,2025-06-19,CUST-00973,North,Delhi,Store B,Store,Home Appliances,Microwave,1,12078.98,5,603.95,11475.03,8859.97,2615.06,Debit Card,Loyal,SP-010
ORD-09393,2025-06-19,CUST-00319,Central,Raipur,Store C,Store,Grocery,Cooking Oil,1,336.26,15,50.44,285.82,250.4,35.42,Debit Card,New,SP-028
ORD-06196,2025-06-20,CUST-00764,Central,Nagpur,Store E,Store,Clothing,Shoes,1,5755.66,5,287.78,5467.88,4727.77,740.11,Cash,New,SP-029
ORD-03810,2025-06-20,CUST-00563,West,Ahmedabad,Store D,Store,Clothing,Shoes,2,3667.03,0,0.0,7334.06,4928.89,2405.17,Debit Card,Loyal,SP-008
ORD-07745,2025-06-20,CUST-01888,East,Ranchi,Store F,Store,Electronics,Smartwatch,2,3300.72,5,330.07,6271.37,4704.06,1567.31,UPI,Loyal,SP-024
ORD-03551,2025-06-20,CUST-01600,South,Chennai,Store E,Store,Electronics,Tablet,2,17143.11,5,1714.31,32571.91,22941.25,9630.66,Credit Card,Returning,SP-030
ORD-05914,2025-06-20,CUST-00837,West,Ahmedabad,Store F,Store,Furniture,Bookshelf,1,4953.57,15,743.04,4210.53,3664.29,546.24,Net Banking,Returning,SP-004
ORD-07357,2025-06-20,CUST-00968,East,Bhubaneswar,Store A,Online,Electronics,Headphones,2,6727.64,15,2018.29,11436.99,8593.08,2843.91,Cash ,New,SP-025
ORD-09188,2025-06-20,CUST-01691,Central,Indore,Store C,Store,Furniture,Sofa,1,25743.6,5,1287.18,24456.42,18070.41,6386.01,Cash,Returning,SP-019
ORD-01482,2025-06-20,CUST-02371,North,Jaipur,Store A,Store,Clothing,Dress,3,1570.36,25,1177.77,3533.31,2934.2,599.11,Net Banking,Loyal,SP-002
ORD-01987,2025-06-20,CUST-01579,North,Lucknow,Store A,Online,Electronics,Headphones,1,7823.66,25,1955.92,5867.74,4617.35,1250.4,Debit Card,Returning,SP-011
ORD-04858,2025-06-20,CUST-01212,West,Mumbai,Store B,Store,Clothing,Jeans,1,1464.69,0,0.0,1464.69,1000.08,464.61,Cash,Loyal,SP-024
ORD-02654,2025-06-20,CUST-00746,North,Chandigarh,Store C,Online,Electronics,Smartphone,1,18552.35,5,927.62,17624.73,12901.5,4723.23,UPI,Loyal,SP-003
ORD-01142,2025-06-20,CUST-00557,Central,Nagpur,Store E,Online,Grocery,Beverages,4,381.69,25,381.69,1145.07,990.9,154.17,Debit Card,Returning,SP-018
ORD-05726,2025-06-20,CUST-01320,East,Kolkata,Store F,Store,Clothing,Shoes,2,4010.19,10,802.04,7218.34,5211.09,2007.26,Cash,New,SP-023
ORD-07494,2025-06-20,CUST-02045,East,Ranchi,Store B,Store,Clothing,Jacket,2,5202.9,0,0.0,10405.8,7760.52,2645.28,Net Banking,Returning,SP-002
ORD-05474,2025-06-20,CUST-01436,Central,Nagpur,Store D,Online,Home Appliances,Microwave,2,12773.9,10,2554.78,22993.02,18241.11,4751.91,Credit Card,New,SP-015
ORD-05491,2025-06-20,CUST-00015,South,Hyderabad,Store B,Store,Electronics,Smartwatch,1,7993.19,0,0.0,7993.19,5341.67,2651.52,UPI,New,SP-015
ORD-00149,2025-06-20,CUST-00864,Central,Indore,Store B,Online,Home Appliances,Vacuum Cleaner,1,5177.19,0,0.0,5177.19,3458.78,1718.41,UPI,Returning,SP-026
ORD-06111,2025-06-20,CUST-01213,South,Hyderabad,Store B,Store,Furniture,Sofa,1,59412.3,5,2970.62,56441.69,40247.48,16194.2,Cash,New,SP-010
ORD-06674,2025-06-20,CUST-00444,East,Bhubaneswar,Store C,Online,Grocery,Snacks,3,410.2,5,61.53,1169.07,839.29,329.78,UPI,New,SP-008
ORD-04001,2025-06-20,CUST-01981,North,Delhi,Store E,Store,Grocery,Snacks,1,489.64,10,48.96,440.68,297.06,143.62,Debit Card,Returning,SP-001
ORD-04626,2025-06-20,CUST-00253,South,Kochi,Store D,Online,Electronics,Headphones,2,7418.69,10,1483.74,13353.64,9809.16,3544.48,Cash,New,SP-003
ORD-05207,2025-06-20,CUST-00079,Central,Indore,Store F,Store,Electronics,Tablet,1,18726.62,10,1872.66,16853.96,14320.6,2533.36,Net Banking,New,SP-016
ORD-06778,2025-06-20,CUST-02371,East,Bhubaneswar,Store F,Store,Home Appliances,Refrigerator,1,64782.36,10,6478.24,58304.12,38902.44,19401.69,UPI,Returning,SP-030
ORD-06695,2025-06-20,CUST-02374,North,Lucknow,Store F,Store,Home Appliances,Vacuum Cleaner,5,10725.9,0,0.0,53629.5,37729.88,15899.62,Credit Card,New,SP-021
ORD-08710,2025-06-20,CUST-02237,West,Mumbai,Store D,Store,Grocery,Beverages,1,194.18,25,48.54,145.64,127.95,17.69,Cash,Returning,SP-002
ORD-05167,2025-06-20,CUST-02431,West,Ahmedabad,Store E,Online,Clothing,T-Shirt,4,902.63,10,361.05,3249.47,2510.47,739.0,UPI,Returning,SP-005
ORD-08158,2025-06-20,CUST-01304,East,Bhubaneswar,Store D,Store,Electronics,Tablet,2,16211.77,5,1621.18,30802.36,23723.19,7079.18,Cash,New,SP-017
ORD-08250,2025-06-20,CUST-02356,East,Bhubaneswar,Store B,Online,Grocery,Cooking Oil,1,165.15,10,16.52,148.64,128.27,20.37,Credit Card,New,SP-009
ORD-00331,2025-06-21,CUST-01248,East,Patna,Store A,Store,Grocery,Cooking Oil,4,787.55,5,157.51,2992.69,2058.21,934.48,UPI,Loyal,SP-028
ORD-02298,2025-06-21,CUST-01914,Central,Bhopal,Store F,Online,Furniture,Sofa,3,39484.26,5,5922.64,112530.14,87255.14,25275.01,UPI,Returning,SP-022
ORD-09346,2025-06-21,CUST-01791,North,Lucknow,Store B,Online,Clothing,Jacket,1,5792.04,10,579.2,5212.84,3802.04,1410.79,UPI,Returning,SP-009
ORD-08537,2025-06-21,CUST-00467,East,Ranchi,Store D,Store,Grocery,Cooking Oil,2,495.85,5,49.58,942.12,672.6,269.52,Debit Card,Loyal,SP-023
ORD-00217,2025-06-21,CUST-02426,Central,Bhopal,Store E,Store,Electronics,Smartwatch,1,4634.28,15,695.14,3939.14,3167.24,771.9,Debit Card,Returning,SP-009
ORD-06124,2025-06-21,CUST-01700,Central,Nagpur,Store B,Store,Home Appliances,Refrigerator,1,63525.9,0,0.0,63525.9,40318.28,23207.62,Cash,Loyal,SP-016
ORD-03176,2025-06-21,CUST-00513,West,Surat,Store A,Store,Grocery,Cooking Oil,1,656.93,15,98.54,558.39,395.38,163.01,Cash,Returning,SP-022
ORD-06556,2025-06-21,CUST-00555,East,Ranchi,Store E,Store,Clothing,Jeans,2,2363.37,15,709.01,4017.73,2542.6,1475.13,Cash,Returning,SP-029
ORD-01421,2025-06-21,CUST-01127,South,Chennai,Store E,Store,Furniture,Bed,1,18990.72,15,2848.61,16142.11,10371.81,5770.31,Credit Card,New,SP-008
ORD-07222,2025-06-21,CUST-01511,Central,Indore,Store F,Store,Grocery,Snacks,1,66.04,10,6.6,59.44,41.51,17.93,UPI,Returning,SP-024
ORD-02194,2025-06-21,CUST-01132,West,Pune,Store D,Store,Grocery,Tea,3,165.79,10,49.74,447.63,339.74,107.89,Cash,Returning,SP-012
ORD-02613,2025-06-21,CUST-01313,North,Lucknow,Store A,Store,Electronics,Smartwatch,1,9648.71,15,1447.31,8201.4,6873.29,1328.11,Credit Card,Returning,SP-030
ORD-00121,2025-06-21,CUST-01521,South,Hyderabad,Store F,Online,Clothing,T-Shirt,3,685.29,15,308.38,1747.49,1394.95,352.54,Debit Card,Loyal,SP-021
ORD-01007,2025-06-21,CUST-00347,Central,Nagpur,Store E,Store,Electronics,Tablet,3,15607.1,20,9364.26,37457.04,26255.38,11201.66,UPI,Returning,SP-023
ORD-06107,2025-06-21,CUST-01662,West,Mumbai,Store D,Online,Clothing,T-Shirt,1,783.42,0,0.0,783.42,489.0,294.42,UPI,New,SP-013
ORD-07541,2025-06-21,CUST-00123,North,Chandigarh,Store C,Online,Electronics,Laptop,2,62590.38,5,6259.04,118921.72,98742.79,20178.93,Net Banking,Loyal,SP-026
ORD-00189,2025-06-21,CUST-02307,East,Patna,Store B,Store,Home Appliances,Air Conditioner,2,35188.25,10,7037.65,63338.85,47618.26,15720.59,UPI,New,SP-011
ORD-08235,2025-06-21,CUST-01388,East,Kolkata,Store E,Online,Clothing,Jeans,1,1361.05,15,204.16,1156.89,852.15,304.75,Cash,Returning,SP-021
ORD-03365,2025-06-21,CUST-01896,South,Chennai,Store D,Store,Clothing,T-Shirt,1,1264.1,0,0.0,1264.1,823.23,440.87,Debit Card,Returning,SP-025
ORD-08180,2025-06-21,CUST-01936,South,Bengaluru,Store F,Store,Home Appliances,Air Conditioner,2,51373.01,0,0.0,102746.02,86109.79,16636.23,UPI,New,SP-028
ORD-09815,2025-06-21,CUST-01543,Central,Raipur ,Store B,Online,Grocery,Beverages,3,241.65,0,0.0,724.95,472.6,252.35,Credit Card,New,SP-028
ORD-02758,2025-06-22,CUST-01343,Central,Bhopal,Store C,Store,Electronics,Tablet,1,34799.2,5,1739.96,33059.24,27998.94,5060.3,Net Banking,New,SP-018
ORD-08835,2025-06-22,CUST-01763,North,Jaipur,Store F,Online,Clothing,Dress,4,4316.31,25,4316.31,12948.93,11305.69,1643.24,Debit Card,Loyal,SP-004
ORD-05999,2025-06-22,CUST-00405,East,Kolkata,Store F,Store,Electronics,Smartphone,1,19593.58,5,979.68,18613.9,13278.38,5335.52,Net Banking,New,SP-026
ORD-00640,2025-06-22,CUST-02367,North,Jaipur,Store D,Store,Grocery,Beverages,1,363.67,15,54.55,309.12,193.99,115.13,Cash,Loyal,SP-001
ORD-01882,2025-06-22,CUST-00524,South,Hyderabad,Store B,Store,Clothing,Shoes,2,2055.35,15,616.6,3494.1,2295.66,1198.44,Cash,Returning,SP-013
ORD-06503,2025-06-22,CUST-01599,North,Chandigarh,Store F,Store,Home Appliances,Air Conditioner,1,69127.06,20,13825.41,55301.65,38816.66,16484.99,Net Banking,Returning,SP-030
ORD-01112,2025-06-22,CUST-00366,South,Chennai,Store A,Store,Furniture,Study Table,1,17054.41,0,0.0,17054.41,11075.79,5978.62,Net Banking,New,SP-004
ORD-00758,2025-06-22,CUST-00394,South,Bengaluru,Store B,Store,Grocery,Rice,1,1442.51,0,0.0,1442.51,959.82,482.69,UPI,Returning,SP-008
ORD-03606,2025-06-22,CUST-01601,East,Patna,Store B,Store,Electronics,Laptop,1,74810.98,15,11221.65,63589.33,51425.29,12164.05,UPI,Loyal,SP-020
ORD-04675,2025-06-22,CUST-00108,Central,Bhopal,Store E,Store,Home Appliances,Vacuum Cleaner,3,12676.13,15,5704.26,32324.13,20543.85,11780.28,UPI,Returning,SP-019
ORD-05805,2025-06-22,CUST-01793,East,Bhubaneswar,Store B,Online,Clothing,Dress,3,1048.2,0,0.0,3144.6,2176.68,967.92,Debit Card,New,SP-003
ORD-02412,2025-06-22,CUST-00072,Central,Bhopal,Store C,Online,Grocery,Beverages,1,349.17,5,17.46,331.71,230.57,101.14,Credit Card,Returning,SP-008
ORD-02491,2025-06-22,CUST-00601,East,Patna,Store B,Online,Home Appliances,Air Conditioner,1,36659.63,10,3665.96,32993.67,22449.94,10543.73,Credit Card,Loyal,SP-014
ORD-03762,2025-06-22,CUST-00520,East,Kolkata,Store F,Store,Clothing,Shoes,4,1917.37,15,1150.42,6519.06,5390.08,1128.98,Net Banking,New,SP-002
ORD-08405,2025-06-22,CUST-00720,West,Pune,Store F,Store,Clothing,Jeans,1,1486.77,0,0.0,1486.77,950.09,536.68,Credit Card,New,SP-023
ORD-03125,2025-06-22,CUST-01280,Central,Raipur,Store A,Store,Electronics,Headphones,1,5804.7,10,580.47,5224.23,4353.03,871.2,UPI,New,SP-018
ORD-02195,2025-06-22,CUST-01202,West,Pune,Store C,Online,Electronics,Smartwatch,1,10560.12,5,528.01,10032.11,8220.58,1811.53,Debit Card,Loyal,SP-026
ORD-01363,2025-06-22,CUST-00043,West,Surat,Store F,Store,Grocery,Rice,4,1737.32,0,0.0,6949.28,4953.38,1995.9,Debit Card,Returning,SP-026
ORD-00660,2025-06-22,CUST-00892,West,Ahmedabad,Store D,Online,Home Appliances,Washing Machine,1,53239.08,20,10647.82,42591.26,33985.81,8605.46,Debit Card,New,SP-012
ORD-00383,2025-06-22,CUST-00299,Central,Nagpur,Store E,Store,Home Appliances,Air Conditioner,1,34913.6,0,0.0,34913.6,22068.5,12845.1,UPI,Returning,SP-015
ORD-00979,2025-06-22,CUST-01868,North,Jaipur,Store C,Online,Home Appliances,Washing Machine,5,53891.11,5,13472.78,255982.77,224683.58,31299.2,UPI,Returning,SP-019
ORD-04015,2025-06-22,CUST-00335,West,Surat,Store F,Store,Electronics,Tablet,1,17458.43,0,0.0,17458.43,13722.66,3735.77,UPI,Loyal,SP-030
ORD-06279,2025-06-22,CUST-02172,East,Patna,Store A,Store,Electronics,Laptop,5,92536.82,10,46268.41,416415.69,315766.85,100648.84,Credit Card,Returning,SP-005
ORD-07767,2025-06-22,CUST-01980,Central,Nagpur,Store D,Store,Furniture,Bed,4,31200.92,10,12480.37,112323.31,96352.89,15970.42,Credit Card,Returning,SP-013
ORD-00658,2025-06-22,CUST-00019,Central,Bhopal,Store D,Store,Home Appliances,Vacuum Cleaner,2,5471.21,15,1641.36,9301.06,6769.49,2531.57,UPI,Returning,SP-025
ORD-05913,2025-06-22,CUST-01659,South,Kochi,Store D,Store,Electronics,Headphones,4,5986.32,0,0.0,23945.28,17224.28,6721.0,Net Banking,New,SP-008
ORD-05492,2025-06-22,CUST-01130,North,Delhi,Store D,Store,Electronics,Smartwatch,1,5216.87,5,260.84,4956.03,3290.5,1665.53,Net Banking,Returning,SP-023
ORD-02540,2025-06-22,CUST-02328,West,Ahmedabad,Store D,Store,Clothing,Jeans,1,2899.63,15,434.94,2464.69,1750.21,714.48,Cash,Loyal,SP-026
ORD-05566,2025-06-22,CUST-01706,South,Kochi,Store C,Store,Clothing,T-Shirt,4,1489.62,15,893.77,5064.71,3542.12,1522.59,Credit Card,New,SP-001
ORD-04041,2025-06-22,CUST-00176,North,Lucknow,Store A,Online,Grocery,Snacks,1,290.67,10,29.07,261.6,221.69,39.91,UPI,Returning,SP-023
ORD-04774,2025-06-22,CUST-01229,South,Kochi,Store A,Store,Home Appliances,Refrigerator,4,52225.24,0,0.0,208900.96,161154.35,47746.61,Net Banking,New,SP-018
ORD-03489,2025-06-22,CUST-01307,West,Mumbai,Store E,Store,Home Appliances,Vacuum Cleaner,3,10600.79,0,0.0,31802.37,20283.03,11519.34,Net Banking,New,SP-007
ORD-02615,2025-06-23,CUST-01328,West,Ahmedabad,Store B,Online,Electronics,Laptop,4,76198.12,15,45718.87,259073.61,160846.77,98226.84,Credit Card,Loyal,SP-030
ORD-04436,2025-06-23,CUST-01846,East,Bhubaneswar,Store D,Store,Grocery,Beverages,2,313.87,10,62.77,564.97,490.19,74.77,Net Banking,Returning,SP-011
ORD-00360,2025-06-23,CUST-01961,East,Bhubaneswar,Store F,Store,Home Appliances,Vacuum Cleaner,1,5123.19,10,512.32,4610.87,3016.79,1594.08,Cash,New,SP-004
ORD-05144,2025-06-23,CUST-01921,South,Bengaluru,Store A,Online,Home Appliances,Refrigerator,1,42760.02,10,4276.0,38484.02,27026.2,11457.81,Credit Card,New,SP-002
ORD-07402,2025-06-23,CUST-01237,West,Pune,Store B,Store,Electronics,Smartwatch,2,2712.16,5,271.22,5153.1,3458.2,1694.91,Credit Card,New,SP-018
ORD-02826,2025-06-23,CUST-02033,West,Pune,Store B,Store,Clothing,Jeans,1,1182.18,0,0.0,1182.18,833.68,348.5,Net Banking,Loyal,SP-013
ORD-01836,2025-06-23,CUST-00973,Central,Raipur,Store E,Store,Furniture,Bed,2,39008.27,10,7801.65,70214.89,56189.78,14025.1,Cash,Loyal,SP-021
ORD-08474,2025-06-23,CUST-00764,Central,Raipur,Store E,Online,Furniture,Bookshelf,1,3372.78,10,337.28,3035.5,2269.49,766.01,Credit Card,Returning,SP-008
ORD-03187,2025-06-23,CUST-00005,East,Ranchi,Store F,Store,Home Appliances,Air Conditioner,3,68031.7,10,20409.51,183685.59,116247.6,67437.99,Credit Card,Returning,SP-013
ORD-06957,2025-06-23,CUST-00265,West,Mumbai,Store B,Store,Electronics,Tablet,1,20595.7,10,2059.57,18536.13,13487.54,5048.59,UPI,New,SP-014
ORD-01768,2025-06-23,CUST-01802,Central,Indore,Store F,Online,Electronics,Smartwatch,2,7486.06,0,0.0,14972.12,10552.19,4419.93,Cash,Returning,SP-025
ORD-07944,2025-06-23,CUST-00314,North,Chandigarh,Store F,Store,Home Appliances,Washing Machine,2,54515.91,0,0.0,109031.82,69842.62,39189.2,Net Banking,New,SP-026
ORD-00607,2025-06-23,CUST-01930,North,Chandigarh,Store A,Store,Clothing,Shoes,1,3755.79,15,563.37,3192.42,2124.88,1067.54,Debit Card,Loyal,SP-025
ORD-08412,2025-06-23,CUST-02256,East,Ranchi,Store B,Store,Electronics,Smartwatch,1,10729.7,0,0.0,10729.7,8816.86,1912.84,Net Banking,Returning,SP-020
ORD-03292,2025-06-23,CUST-00790,East,Patna,Store E,Online,Home Appliances,Refrigerator,2,35220.62,0,0.0,70441.24,48462.33,21978.91,Net Banking,New,SP-028
